2025-07-08 02:10:25,627 || INFO || JID set to: worker@localhost/ZpquB--4
task: <Task cancelling name='Task-31' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:23:44,087 || ERROR || Exception running behaviour CyclicBehaviour/ReceiveWorkerResponse: Event loop is closed
2025-07-08 17:23:44,087 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\manager.py", line 111, in run
    msg = await self.receive(timeout=10)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:23:44,087 || INFO || Killing behavior CyclicBehaviour/ReceiveWorkerResponse with exit code: Event loop is closed
2025-07-08 17:23:44,087 || INFO || Killing behavior CyclicBehaviour/ReceiveWorkerResponse with exit code: None
2025-07-08 17:23:44,087 || ERROR || Exception running behaviour CyclicBehaviour/HandleFinancialNewsRequest: Event loop is closed
2025-07-08 17:23:44,088 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\financial_news_agent.py", line 45, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:23:44,088 || INFO || Killing behavior CyclicBehaviour/HandleFinancialNewsRequest with exit code: Event loop is closed
2025-07-08 17:23:44,088 || INFO || Killing behavior CyclicBehaviour/HandleFinancialNewsRequest with exit code: None
2025-07-08 17:23:44,088 || ERROR || Exception running behaviour CyclicBehaviour/HandleSentimentRequest: Event loop is closed
2025-07-08 17:23:44,089 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\newsag.py", line 45, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:23:44,089 || INFO || Killing behavior CyclicBehaviour/HandleSentimentRequest with exit code: Event loop is closed
2025-07-08 17:23:44,089 || INFO || Killing behavior CyclicBehaviour/HandleSentimentRequest with exit code: None
2025-07-08 17:23:44,089 || ERROR || Exception running behaviour CyclicBehaviour/HandleStockPriceRequest: Event loop is closed
2025-07-08 17:23:44,089 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\stockpriceag.py", line 47, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:23:44,089 || INFO || Killing behavior CyclicBehaviour/HandleStockPriceRequest with exit code: Event loop is closed
2025-07-08 17:23:44,089 || INFO || Killing behavior CyclicBehaviour/HandleStockPriceRequest with exit code: None
2025-07-08 17:23:44,089 || ERROR || Exception running behaviour CyclicBehaviour/HandlePortfolioAnalysisRequest: Event loop is closed
2025-07-08 17:23:44,090 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\portfolio_analysis_agent.py", line 48, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:23:44,090 || INFO || Killing behavior CyclicBehaviour/HandlePortfolioAnalysisRequest with exit code: Event loop is closed
2025-07-08 17:23:44,090 || INFO || Killing behavior CyclicBehaviour/HandlePortfolioAnalysisRequest with exit code: None
2025-07-08 17:23:44,090 || ERROR || Exception running behaviour CyclicBehaviour/HandleHistoricalDataRequest: Event loop is closed
2025-07-08 17:23:44,090 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\historical_data_agent.py", line 46, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:23:44,091 || INFO || Killing behavior CyclicBehaviour/HandleHistoricalDataRequest with exit code: Event loop is closed
2025-07-08 17:23:44,091 || INFO || Killing behavior CyclicBehaviour/HandleHistoricalDataRequest with exit code: None
2025-07-08 17:32:32,196 || INFO || JID set to: financial_news_worker@localhost/eqr3iPAv
2025-07-08 17:32:32,198 || INFO || JID set to: portfolio_worker@localhost/NDAugH98
2025-07-08 17:32:32,200 || INFO || [FinancialNewsAgent] Agent financial_news_worker@localhost initialized.
2025-07-08 17:32:32,200 || INFO || [FinancialNewsAgent] Presence set to available.
2025-07-08 17:32:32,201 || INFO || [FinancialNewsAgent] Service registered.
2025-07-08 17:32:32,202 || INFO || [PortfolioAnalysisAgent] Presence set to available.
2025-07-08 17:32:32,203 || INFO || [PortfolioAnalysisAgent] Service registered.
2025-07-08 17:32:32,209 || INFO || JID set to: historical_data_worker@localhost/YUIuhrgR
2025-07-08 17:32:32,210 || INFO || JID set to: sentiment_worker@localhost/ERLmhd8Z
2025-07-08 17:32:32,213 || INFO || [HistoricalDataAgent] Agent historical_data_worker@localhost setup initiated.
2025-07-08 17:32:32,214 || INFO || [HistoricalDataAgent] Presence set to available.
2025-07-08 17:32:32,214 || INFO || [HistoricalDataAgent] Service registered.
2025-07-08 17:32:32,217 || INFO || JID set to: stock_worker@localhost/NYQ8h7U_
2025-07-08 17:32:32,219 || INFO || [StockPriceAgent] Agent stock_worker@localhost starting...
2025-07-08 17:32:35,322 || INFO || JID set to: manager@localhost/vG8vIOoz
2025-07-08 17:32:35,326 || WARNING || No behaviour matched for message: <message to="portfolio_worker@localhost" from="manager@localhost" thread="None" metadata={'performative': 'request', 'ontology': 'finance-task'}>
{"protocol": "finance_mcp", "version": "1.0", "type": "subtask_request", "task_id": "req_001_analyze_portfolio", "parent_task": "req_001", "intent": "analyze_portfolio", "parameters": {"portfolio": [{"symbol": "TSLA", "shares": 3}, {"symbol": "AAPL", "shares": 5}, {"symbol": "GOOGL", "shares": 2}]}, "reply_to": "manager@localhost", "timestamp": "2025-07-08T12:02:35.325992"}
</message>
2025-07-08 17:32:35,327 || INFO || Killing behavior OneShotBehaviour/SimulateClientRequest with exit code: None
2025-07-08 17:32:35,684 || INFO || [FinancialNewsAgent] Received task from manager@localhost: {'protocol': 'finance_mcp', 'version': '1.0', 'type': 'subtask_request', 'task_id': 'req_001_financial_news', 'parent_task': 'req_001', 'intent': 'get_financial_news', 'parameters': {'company': 'Tesla'}, 'reply_to': 'manager@localhost', 'timestamp': '2025-07-08T12:02:35.326587'}
2025-07-08 17:32:35,684 || INFO || [FinancialNewsAgent] Simulating news fetch for 'None' (limit: 1)
2025-07-08 17:32:35,684 || INFO || [FinancialNewsAgent] Simulated financial news for 'None'
2025-07-08 17:32:35,684 || INFO || [FinancialNewsAgent] Sent response to manager@localhost with status: success
2025-07-08 17:32:35,684 || INFO || [HistoricalDataAgent] Received task from manager@localhost: {'protocol': 'finance_mcp', 'version': '1.0', 'type': 'subtask_request', 'task_id': 'req_001_historical_data', 'parent_task': 'req_001', 'intent': 'get_historical_data', 'parameters': {'symbol': 'TSLA', 'period': '1y', 'data_points': 100}, 'reply_to': 'manager@localhost', 'timestamp': '2025-07-08T12:02:35.327043'}
2025-07-08 17:32:35,684 || ERROR || [HistoricalDataAgent] Exception occurred: 'str' object has no attribute 'get'
Traceback (most recent call last):
  File "D:\samsungprism\agents\historical_data_agent.py", line 52, in run
    intent = data.get("intent", {}).get("parameters", {})
             ^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'str' object has no attribute 'get'
2025-07-08 17:32:36,072 || INFO || HTTP Request: GET https://www.alphavantage.co/query?function=GLOBAL_QUOTE&symbol=TSLA&apikey=POFEW0Q1VCNTQ4GS "HTTP/1.1 200 OK"
2025-07-08 17:32:36,076 || INFO || [StockPriceAgent] Successfully processed task req_001_stock_price for intent 'get_stock_price'
2025-07-08 17:35:00,492 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-27' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:35:00,493 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-29' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:35:00,493 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-31' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:35:00,493 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-26' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
